0,115922
1,119509
2,119510
3,18780
4,25273
5,28631
6,29112
7,31395
8,32583
9,33032
10,33276
11,115922
12,119509
13,119510
14,25273
15,115922
16,119509
17,119510
18,25273
19,67583
20,68459
21,80854
22,100
23,1000
24,100000
25,100024
26,10008
27,100082
28,100086
29,100088
30,100092
31,100094
32,100098
33,100100
34,100122
35,100143
36,100151
37,100153
38,100160
39,116398
40,10018
41,100186
42,100192
43,100195
44,100209
45,100221
46,100222
47,100230
48,100236
49,104692
50,100245
51,100247
52,10026
53,100263
54,100271
55,100274
56,100279
57,100281
58,100297
59,10031
60,100333
61,100334
62,100337
63,10035
64,100358
65,10036
66,100367
67,100369
68,10037
69,100371
70,100387
71,100388
72,100390
73,100418
74,101909
75,102057
76,102058
77,102059
78,10206
79,102060
80,102061
81,102062
82,102063
83,102064
84,102065
85,102066
86,102067
87,102068
88,102069
89,102070
90,102071
91,102072
92,102073
93,102074
94,102075
95,102076
96,102077
97,102078
98,102079
99,10208
100,102080
101,102081
102,102082
103,102083
104,102084
105,102085
106,102086
107,102087
108,102088
109,102089
110,10209
111,102090
112,102091
113,102092
114,102093
115,102094
116,102095
117,102096
118,102097
119,102098
120,102099
121,1021
122,10210
123,102100
124,102101
125,102102
126,102103
127,102104
128,102105
129,102106
130,102107
131,102108
132,102109
133,102110
134,102111
135,102112
136,102113
137,102114
138,102115
139,102116
140,102117
141,102118
142,102119
143,10212
144,102120
145,102121
146,102122
147,102123
148,102124
149,102125
150,102126
151,102127
152,102128
153,102129
154,102130
155,102131
156,102132
157,102133
158,102134
159,102135
160,102136
161,102137
162,102138
163,102139
164,10214
165,102140
166,102141
167,102142
168,102143
169,102144
170,102145
171,102146
172,102147
173,102148
174,102149
175,10215
176,102150
177,102151
178,102152
179,102153
180,102154
181,102155
182,102156
183,102157
184,102158
185,102159
186,10216
187,102160
188,102161
189,102162
190,102163
191,102164
192,102165
193,102166
194,102167
195,102168
196,102169
197,10217
198,102170
199,102171
200,102172
201,102173
202,102174
203,102175
204,102176
205,102177
206,102178
207,102179
208,10218
209,102180
210,102181
211,102182
212,102183
213,102184
214,102185
215,102186
216,102187
217,102188
218,102189
219,10219
220,102190
221,102191
222,102192
223,102193
224,102194
225,102195
226,102196
227,102197
228,102198
229,102199
230,1022
231,10220
232,102200
233,102201
234,102202
235,102203
236,102204
237,102205
238,102206
239,102207
240,102208
241,102209
242,10221
243,102210
244,102211
245,102212
246,102213
247,102214
248,102215
249,102216
250,102217
251,102218
252,102219
253,10222
254,102220
255,102221
256,102222
257,102223
258,102224
259,102225
260,102226
261,102227
262,102228
263,102229
264,10223
265,102230
266,102231
267,102232
268,102233
269,102234
270,102235
271,102236
272,102237
273,102238
274,102239
275,10224
276,102240
277,102241
278,102242
279,102243
280,102244
281,102245
282,102246
283,102247
284,102248
285,102249
286,102250
287,102251
288,102252
289,102253
290,102254
291,102255
292,102256
293,102257
294,102258
295,102320
296,10234
297,102340
298,102341
299,102342
300,102343
301,102344
302,102345
303,102346
304,102347
305,102348
306,102349
307,10235
308,102350
309,102351
310,102352
311,102353
312,102354
313,102355
314,102356
315,102357
316,102358
317,102359
318,102360
319,102361
320,102362
321,102363
322,102364
323,102365
324,102366
325,102367
326,103370
327,103420
328,103421
329,103422
330,103423
331,103424
332,103425
333,103426
334,103427
335,103429
336,10343
337,103430
338,103431
339,103432
340,103433
341,103434
342,103435
343,103436
344,103437
345,103438
346,103439
347,10344
348,103440
349,103441
350,103442
351,103443
352,103444
353,103445
354,103446
355,103447
356,103448
357,103449
358,10345
359,52309
360,103450
361,103451
362,103452
363,103453
364,103454
365,103455
366,103456
367,103457
368,103458
369,103459
370,10346
371,103460
372,103461
373,103462
374,103463
375,103464
376,103465
377,103466
378,103467
379,103468
380,103469
381,103470
382,103471
383,103472
384,103473
385,103474
386,103475
387,103476
388,103477
389,103478
390,103479
391,10348
392,103480
393,103481
394,103482
395,103483
396,103484
397,103485
398,103486
399,103487
400,103488
401,103489
402,10349
403,103490
404,103491
405,103492
406,103493
407,103494
408,103495
409,103496
410,103497
411,103498
412,103499
413,1035
414,10350
415,103500
416,103501
417,103502
418,103503
419,103504
420,103505
421,103506
422,103507
423,103508
424,103509
425,10351
426,103510
427,103511
428,103512
429,103513
430,103514
431,103515
432,103516
433,103517
434,103518
435,103519
436,10352
437,103520
438,103521
439,103522
440,103523
441,103524
442,103525
443,103526
444,103527
445,103528
446,103529
447,10353
448,103530
449,103531
450,103532
451,103533
452,103534
453,103535
454,103536
455,103537
456,103538
457,103539
458,10354
459,103540
460,103541
461,103542
462,103543
463,103544
464,103545
465,103546
466,103547
467,103548
468,103549
469,10355
470,103550
471,103551
472,103552
473,5311
474,103553
475,103554
476,103555
477,103556
478,103557
479,103558
480,103559
481,10356
482,103560
483,103561
484,103562
485,103563
486,103564
487,103565
488,103566
489,103568
490,103569
491,10357
492,103570
493,103571
494,103572
495,103573
496,103574
497,103575
498,103576
499,103577
500,103578
501,103579
502,103580
503,103581
504,103582
505,103583
506,103584
507,103585
508,103586
509,103587
510,103588
511,103589
512,10359
